1,2ÐÇ,180,200,220,240
2,,189,210,231,252
3,,198,220,242,264
4,,207,230,253,276
5,,216,240,264,288
6,,225,250,275,300
7,,234,260,286,312
8,,243,270,297,324
9,,252,280,308,336
10,,261,290,319,348
11,,270,300,330,360
12,,279,310,341,372
13,,288,320,352,384
14,,297,330,363,396
15,,306,340,374,408
16,,315,350,385,420
17,,324,360,396,432
18,,333,370,407,444
19,,342,380,418,456
20,,351,390,429,468
21,,360,400,440,480
22,,369,410,451,492
23,,378,420,462,504
24,,387,430,473,516
25,,396,440,484,528
26,3ÐÇ,,455,500,545
27,,,470,516,562
28,,,485,532,579
29,,,500,548,596
30,,,515,564,613
31,4ÐÇ,,,586,636
32,,,,608,659
33,,,,630,682
34,,,,652,705
35,,,,674,728
36,,,,696,751
37,,,,718,774
38,,,,740,797
39,,,,762,820
40,,,,784,843
41,,,,806,866
42,,,,828,889
43,,,,850,912
44,,,,872,935
45,,,,894,958
46,,,,916,981
47,,,,938,1004
48,,,,960,1027
49,,,,982,1050
50,,,,1004,1073
51,,,,1026,1096
52,,,,1048,1119
53,,,,1070,1142
54,,,,1092,1165
55,,,,1114,1188
56,,,,1136,1211
57,,,,1158,1234
58,,,,1180,1257
59,,,,1202,1280
60,,,,1224,1303
61,4ÐÇ+1,,,1258,1338
62,,,,1292,1373
63,,,,1326,1408
64,,,,1360,1443
65,,,,1394,1478
66,4ÐÇ+2,,,1430,1515
67,,,,1466,1552
68,,,,1502,1589
69,,,,1538,1626
70,,,,1574,1663
71,4ÐÇ+3,,,1612,1702
72,,,,1650,1741
73,,,,1688,1780
74,,,,1726,1819
75,,,,1764,1858
76,5ÐÇ+1,,,,1916
77,,,,,1974
78,,,,,2032
79,,,,,2090
80,,,,,2148
81,5ÐÇ+2,,,,2209
82,,,,,2270
83,,,,,2331
84,,,,,2392
85,,,,,2453
86,5ÐÇ+3,,,,2518
87,,,,,2583
88,,,,,2648
89,,,,,2713
90,,,,,2778
