1,2ÐÇ,140,154,168,182
2,,146,162,176,190
3,,154,170,186,200
4,,162,178,194,210
5,,170,186,204,220
6,,178,196,212,230
7,,186,204,222,240
8,,192,212,230,250
9,,200,220,240,260
10,,208,228,248,270
11,,216,238,258,280
12,,224,246,268,288
13,,232,254,276,298
14,,240,262,286,308
15,,246,270,294,318
16,,254,280,304,328
17,,262,288,312,338
18,,270,296,322,348
19,,278,304,330,358
20,,286,312,340,368
21,,294,322,350,378
22,,300,330,358,386
23,,308,338,368,396
24,,316,346,376,406
25,,324,354,386,416
26,3ÐÇ,,366,398,430
27,,,378,410,442
28,,,390,424,456
29,,,402,436,470
30,,,414,448,482
31,4ÐÇ,,,466,500
32,,,,482,518
33,,,,498,536
34,,,,516,552
35,,,,532,570
36,,,,550,588
37,,,,566,606
38,,,,582,622
39,,,,600,640
40,,,,616,658
41,,,,634,676
42,,,,650,692
43,,,,666,710
44,,,,684,728
45,,,,700,746
46,,,,718,762
47,,,,734,780
48,,,,750,798
49,,,,768,816
50,,,,784,832
51,,,,802,850
52,,,,818,868
53,,,,834,886
54,,,,852,902
55,,,,868,920
56,,,,886,938
57,,,,902,956
58,,,,918,972
59,,,,936,990
60,,,,952,1008
61,4ÐÇ+1,,,978,1034
62,,,,1002,1060
63,,,,1028,1086
64,,,,1054,1112
65,,,,1078,1138
66,4ÐÇ+2,,,1106,1164
67,,,,1132,1192
68,,,,1158,1220
69,,,,1184,1246
70,,,,1212,1274
71,4ÐÇ+3,,,1240,1302
72,,,,1268,1332
73,,,,1296,1360
74,,,,1324,1388
75,,,,1352,1418
76,5ÐÇ+1,,,,1460
77,,,,,1502
78,,,,,1544
79,,,,,1586
80,,,,,1628
81,5ÐÇ+2,,,,1672
82,,,,,1716
83,,,,,1760
84,,,,,1804
85,,,,,1848
86,5ÐÇ+3,,,,1894
87,,,,,1942
88,,,,,1988
89,,,,,2036
90,,,,,2082
